date_added,appl_id,project_num,activity_code,project_title,org_name,project_start_date,new_project_end_date,old_project_end_date,budget_start,new_budget_end_date,old_budget_end_date,new_award_amount,old_award_amount,award_amount_change
2024-07-20 04:07:58,10899830,1P50MD019473-01,P50,Igniting Hope in Buffalo New York communities: Training the Next Generation of Health Equity Researchers,STATE UNIVERSITY OF NEW YORK AT BUFFALO,2024-07-19 12:07:00,2025-03-12 12:03:00,2029-06-30 12:06:00,2024-04-01 12:04:00,2025-03-12 12:03:00,2025-03-31 12:03:00,125330,125331,-1
2024-04-06 04:04:19,10808181,5R01DC020209-02,R01,Novel mechanism for sex differences in hearing loss,STATE UNIVERSITY OF NEW YORK AT BUFFALO,2023-04-01 12:04:00,2024-12-31 12:12:00,2028-03-31 12:03:00,2024-04-01 12:04:00,2024-12-31 12:12:00,2025-03-31 12:03:00,181327,401250,-219923
2024-07-06 04:07:38,10861799,5R01HS027990-03,R01,Measuring and Understanding Diagnostic Quality from Large-Scale Data,STANFORD UNIVERSITY,2022-09-01 12:09:00,2024-12-31 12:12:00,2027-06-30 12:06:00,2024-07-01 12:07:00,2024-12-31 12:12:00,2025-06-30 12:06:00,119047,386063,-267016
2024-03-02 04:03:26,10799572,5R01HL155828-04,R01,Diverse Homeostatic Roles for Distinct Macrophages in the Developing Lung Vasculature,STANFORD UNIVERSITY,2021-03-05 12:03:00,2024-12-01 12:12:00,2026-02-28 12:02:00,2024-03-01 12:03:00,2024-12-01 12:12:00,2026-02-28 12:02:00,297298,608429,-311131
2024-08-03 04:08:44,10992010,1R21AG089715-01,R21,Assessing Neuronal Vulnerability in the Entorhinal Cortex due to Alzheimer's Disease Pathology,COLUMBIA UNIVERSITY HEALTH SCIENCES,2024-08-01 12:08:00,2024-11-30 12:11:00,2026-07-31 12:07:00,2024-08-01 12:08:00,2024-11-30 12:11:00,2026-07-31 12:07:00,73582,452375,-378793
2024-08-17 04:08:08,10896455,5K01HG012789-02,K01,High-throughput engineering of combinatorial chromatin signals and epigenetic cellular memory,STANFORD UNIVERSITY,2023-08-01 12:08:00,2024-10-31 12:10:00,2028-07-31 12:07:00,2024-08-01 12:08:00,2024-10-31 12:10:00,2025-07-31 12:07:00,23842,173582,-149740
2024-06-01 04:06:40,10845309,5U01AI163090-04,U01,Cytomegalovirus (CMV) Vaccine in Orthotopic Liver Transplant candidates (COLT),UNIVERSITY OF WASHINGTON,2021-08-26 12:08:00,2024-09-30 12:09:00,2028-05-31 12:05:00,2024-06-01 12:06:00,2024-09-30 12:09:00,2025-05-31 12:05:00,658822,3331732,-2672910
2024-08-12 06:08:53,10895304,5K00CA253745-05,K00,Addressing Obesity to Reduce Cancer Risk and Health Disparities in Underserved Populations,FRED HUTCHINSON CANCER CENTER,2020-08-01 12:08:00,2024-09-14 12:09:00,2026-07-31 12:07:00,2024-08-01 12:08:00,2024-09-14 12:09:00,2025-07-31 12:07:00,12047,99824,-87777
2024-08-03 04:08:44,10889102,5R01NS115776-05,R01,The role of UBE3A in gliopathic seizures,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,2020-09-30 12:09:00,2024-08-02 12:08:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2024-08-02 12:08:00,2025-07-31 12:07:00,1,367678,-367677
2024-06-15 04:06:23,10911363,5R21AG083414-02,R21,HomePal: Developing a Smart Speaker-Based System for In-Home Loneliness Assessment for Older Adults,VIRGINIA COMMONWEALTH UNIVERSITY,2023-09-01 12:09:00,2024-07-31 12:07:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2024-07-31 12:07:00,2025-05-31 12:05:00,22602,229857,-207255
2024-02-03 04:02:44,10774215,5R01CA076287-24,R01,Radioimmunotherapy Combinations for B-cell Malignancy,FRED HUTCHINSON CANCER CENTER,1998-01-01 12:01:00,2024-02-29 12:02:00,2026-01-31 12:01:00,2024-02-01 12:02:00,2024-02-29 12:02:00,2025-01-31 12:01:00,90678,392475,-301797
