date_added,appl_id,project_num,activity_code,project_title,org_name,project_start_date,new_project_end_date,old_project_end_date,budget_start,new_budget_end_date,old_budget_end_date,new_award_amount,old_award_amount,award_amount_change
2024-05-04 04:05:42,10831386,5F30AG081092-02,F30,Investigating the Role of p21-Highly Expressing Senescent Cells in Alzheimer's Dementia,UNIVERSITY OF CONNECTICUT SCH OF MED/DNT,2023-04-15 12:04:00,2025-04-14 12:04:00,2027-04-14 12:04:00,2024-04-15 12:04:00,2025-04-14 12:04:00,2025-04-14 12:04:00,45187,45187,0
2024-07-06 04:07:38,10876269,5F31EY034386-02,F31,Targeted prostanoid inhibition as an anti-inflammatory therapy for diabetic retinopathy,VANDERBILT UNIVERSITY,2023-07-01 12:07:00,2025-03-31 12:03:00,2026-06-30 12:06:00,2024-07-01 12:07:00,2025-03-31 12:03:00,2025-06-30 12:06:00,27213,34269,-7056
2024-08-17 04:08:08,10889969,5F31DA059345-02,F31,"Minority Stress, Stimulant Use, and HIV among Sexual Minority Men: A Biopsychosocial Approach",SAN DIEGO STATE UNIVERSITY,2023-08-17 12:08:00,2025-03-21 12:03:00,2026-08-16 12:08:00,2024-08-17 12:08:00,2025-03-21 12:03:00,2025-08-16 12:08:00,38984,38984,0
2024-03-16 04:03:22,10835476,1F31MH135828-01,F31,Employment as prevention: Adapting a structural intervention to achieve HIV equity among immigrant Latino MSM.,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,2024-03-11 12:03:00,2025-03-21 12:03:00,2026-03-10 12:03:00,2024-03-11 12:03:00,2025-03-21 12:03:00,2025-03-10 12:03:00,47694,47694,0
2024-12-07 04:12:42,10991658,5F32MD017452-03,F32,"Sexual Minority Mental Health During the COVID-19 Pandemic: An Intersectional, Social Epidemiologic Investigation",BOSTON CHILDREN'S HOSPITAL,2022-12-01 12:12:00,2025-03-21 12:03:00,2025-11-30 12:11:00,2024-12-01 12:12:00,2025-03-21 12:03:00,2025-11-30 12:11:00,78784,78784,0
2024-08-31 04:08:14,10805381,5F31CA271474-02,F31,Low Dose Computed Tomography (LDCT) Eligibility and Outcome differences between Sexual and Gender Minorities and their Sexual and Gender Majority Counterparts,UNIVERSITY OF MICHIGAN AT ANN ARBOR,2023-08-28 12:08:00,2025-03-21 12:03:00,2026-08-27 12:08:00,2024-08-28 12:08:00,2025-03-21 12:03:00,2025-08-27 12:08:00,41483,41483,0
2024-09-07 04:09:48,10906230,5F32AA030194-03,F32,"Sexual orientation, gender identity, and alcohol use: A multi-method analysis of developmental differences and key mechanisms","UNIV OF MARYLAND, COLLEGE PARK",2022-09-01 12:09:00,2025-03-21 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-21 12:03:00,2025-08-31 12:08:00,76047,76047,0
2025-01-04 04:01:11,10948110,5F31MH133472-02,F31,Identifying preferences for receiving HIV prevention services among GBMSMs and for providing HIV prevention services among HCPs who are active-duty service members,FLORIDA INTERNATIONAL UNIVERSITY,2023-12-16 12:12:00,2025-03-21 12:03:00,2026-11-30 12:11:00,2024-12-31 12:12:00,2025-03-21 12:03:00,2025-11-30 12:11:00,39535,39535,0
2024-08-03 04:08:44,10828306,5F31MH132187-02,F31,Applying Computational Phenotypes To Assess Mental Health Disorders Among Transgender Patients in the United States,UNIV OF NORTH CAROLINA CHAPEL HILL,2023-08-01 12:08:00,2025-03-21 12:03:00,2025-07-31 12:07:00,2024-08-01 12:08:00,2025-03-21 12:03:00,2025-07-31 12:07:00,41011,41011,0
2024-11-09 04:11:31,11098409,5F31MH135787-02,F31,Extending the Prevention Toolbox: Exploring the Acceptability and Impact of Long-acting Injectable PrEP among MSM in Baltimore: A Pilot Study,JOHNS HOPKINS UNIVERSITY,2023-11-01 12:11:00,2025-03-21 12:03:00,2026-10-31 12:10:00,2024-11-01 12:11:00,2025-03-21 12:03:00,2025-10-31 12:10:00,48974,48974,0
2024-09-07 04:09:48,10912496,5F31AA030722-02,F31,Examining differential effects of state equality-promoting policies on harmful alcohol use among sexual and gender minority adults in the U.S.: an econometrics approach for causal inference,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",2023-09-01 12:09:00,2025-03-21 12:03:00,2025-08-31 12:08:00,2024-09-01 12:09:00,2025-03-21 12:03:00,2025-08-31 12:08:00,40956,40956,0
2024-03-16 04:03:22,10808895,5F31DK135326-02,F31,Role of Gastrointestinal GCPII in Visceral Pain Signaling,JOHNS HOPKINS UNIVERSITY,2023-03-16 12:03:00,2025-03-15 12:03:00,2026-03-15 12:03:00,2024-03-16 12:03:00,2025-03-15 12:03:00,2025-03-15 12:03:00,48974,48974,0
2024-08-17 04:08:08,10936516,5F31AG084302-02,F31,Uncovering Central Regulators of Neural Stem Cell Aging and Rejuvenation,UNIVERSITY OF SOUTHERN CALIFORNIA,2023-08-14 12:08:00,2025-02-18 12:02:00,2025-08-13 12:08:00,2024-08-14 12:08:00,2025-02-18 12:02:00,2025-08-13 12:08:00,34862,48974,-14112
2024-06-01 04:06:40,10848189,5F31AG081089-02,F31,Treating pain in autoimmune disease: concurrent use of opioids and biologic medication,BROWN UNIVERSITY,2023-06-01 12:06:00,2025-01-31 12:01:00,2025-05-31 12:05:00,2024-06-01 12:06:00,2025-01-31 12:01:00,2025-05-31 12:05:00,39566,48974,-9408
