APPLICATION_ID,CORE_PROJECT_NUM,PROJECT_NUM,FY,ORG_NAME,ORG_COUNTRY,FIELD,DATE_OF_CHANGE,OLD_VALUE,NEW_VALUE
10328176,OT2OD031940,1OT2OD031940-01,2021,UNIV OF NORTH CAROLINA CHAPEL HILL,UNITED STATES,BUDGET_END,2025-04-06,2025-01-31,2026-01-31
10328176,OT2OD031940,1OT2OD031940-01,2021,UNIV OF NORTH CAROLINA CHAPEL HILL,UNITED STATES,PROJECT_END,2025-04-06,2025-01-31,2026-01-31
10358797,R15NS125565,1R15NS125565-01,2022,NEW JERSEY INSTITUTE OF TECHNOLOGY,UNITED STATES,BUDGET_END,2025-04-06,2024-11-30,2025-05-31
10358797,R15NS125565,1R15NS125565-01,2022,NEW JERSEY INSTITUTE OF TECHNOLOGY,UNITED STATES,PROJECT_END,2025-04-06,2024-11-30,2025-05-31
10359300,R15NS125394,1R15NS125394-01,2022,BROOKLYN COLLEGE,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10359300,R15NS125394,1R15NS125394-01,2022,BROOKLYN COLLEGE,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10364605,R01HL147315,5R01HL147315-04,2022,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,UNITED STATES,BUDGET_END,2025-04-06,2025-01-31,2026-01-31
10364605,R01HL147315,5R01HL147315-04,2022,UNIVERSITY OF TENNESSEE HEALTH SCI CTR,UNITED STATES,PROJECT_END,2025-04-06,2025-01-31,2026-01-31
10372954,R01DK092255,5R01DK092255-10,2022,MAYO CLINIC ROCHESTER,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2025-09-30
10372954,R01DK092255,5R01DK092255-10,2022,MAYO CLINIC ROCHESTER,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2025-09-30
10380672,R01GM131147,5R01GM131147-04,2022,UNIVERSITY OF CALIFORNIA-IRVINE,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10380672,R01GM131147,5R01GM131147-04,2022,UNIVERSITY OF CALIFORNIA-IRVINE,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10388200,UM1DA049412,5UM1DA049412-04,2022,BOSTON MEDICAL CENTER,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10388200,UM1DA049412,5UM1DA049412-04,2022,BOSTON MEDICAL CENTER,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10388335,UM1DA049417,5UM1DA049417-04,2022,OHIO STATE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10388335,UM1DA049417,5UM1DA049417-04,2022,OHIO STATE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10390456,R44AA025804,5R44AA025804-05,2022,"NAPROGENIX, INC",UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10390456,R44AA025804,5R44AA025804-05,2022,"NAPROGENIX, INC",UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10394936,R01AG059878,5R01AG059878-05,2022,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,UNITED STATES,BUDGET_END,2025-04-06,2025-04-30,2026-04-30
10394936,R01AG059878,5R01AG059878-05,2022,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,UNITED STATES,PROJECT_END,2025-04-06,2025-04-30,2026-04-30
10427192,R01CA206464,6R01CA206464-06,2022,FRED HUTCHINSON CANCER CENTER,UNITED STATES,BUDGET_END,2025-04-06,2025-02-28,2025-08-31
10427192,R01CA206464,6R01CA206464-06,2022,FRED HUTCHINSON CANCER CENTER,UNITED STATES,PROJECT_END,2025-04-06,2025-02-28,2025-08-31
10436219,T32CA009168,5T32CA009168-45,2022,UNIVERSITY OF WASHINGTON,UNITED STATES,BUDGET_END,2025-04-06,2024-06-30,2024-08-31
10436219,T32CA009168,5T32CA009168-45,2022,UNIVERSITY OF WASHINGTON,UNITED STATES,PROJECT_END,2025-04-06,2024-06-30,2024-08-31
10438068,R15CA271157,1R15CA271157-01,2022,BOISE STATE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10438068,R15CA271157,1R15CA271157-01,2022,BOISE STATE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10439090,R15DK132727,1R15DK132727-01,2022,SAINT LOUIS UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-06,2025-03-31,2026-03-31
10439090,R15DK132727,1R15DK132727-01,2022,SAINT LOUIS UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-06,2025-03-31,2026-03-31
10470723,P20AG068082,5P20AG068082-03,2022,VANDERBILT UNIVERSITY MEDICAL CENTER,UNITED STATES,BUDGET_END,2025-04-06,2023-07-31,2025-07-31
10470724,P20AG068082,5P20AG068082-03,2022,VANDERBILT UNIVERSITY MEDICAL CENTER,UNITED STATES,BUDGET_END,2025-04-06,2023-07-31,2025-07-31
10470725,P20AG068082,5P20AG068082-03,2022,VANDERBILT UNIVERSITY MEDICAL CENTER,UNITED STATES,BUDGET_END,2025-04-06,2023-07-31,2025-07-31
10538549,R01DK117192,5R01DK117192-05,2023,UNIVERSITY OF CHICAGO,UNITED STATES,BUDGET_END,2025-04-06,2024-12-31,2025-12-31
10538549,R01DK117192,5R01DK117192-05,2023,UNIVERSITY OF CHICAGO,UNITED STATES,PROJECT_END,2025-04-06,2024-12-31,2025-12-31
10544998,R01HL145534,5R01HL145534-05,2023,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,UNITED STATES,BUDGET_END,2025-04-06,2025-06-30,2025-12-31
10544998,R01HL145534,5R01HL145534-05,2023,TEXAS A&M UNIVERSITY HEALTH SCIENCE CTR,UNITED STATES,PROJECT_END,2025-04-06,2025-06-30,2025-12-31
10549370,R01DK124611,5R01DK124611-04,2023,UNIVERSITY OF TEXAS MED BR GALVESTON,UNITED STATES,BUDGET_END,2025-04-06,2025-01-31,2026-01-31
10549370,R01DK124611,5R01DK124611-04,2023,UNIVERSITY OF TEXAS MED BR GALVESTON,UNITED STATES,PROJECT_END,2025-04-06,2025-01-31,2026-01-31
10551910,K23MD013899,5K23MD013899-05,2023,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,UNITED STATES,BUDGET_END,2025-04-06,2025-01-31,2026-01-31
10551910,K23MD013899,5K23MD013899-05,2023,UNIVERSITY OF SOUTH CAROLINA AT COLUMBIA,UNITED STATES,PROJECT_END,2025-04-06,2025-01-31,2026-01-31
10555281,R01MD014035,5R01MD014035-05,2023,WASHINGTON STATE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-06,2025-01-31,2026-01-31
10555281,R01MD014035,5R01MD014035-05,2023,WASHINGTON STATE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-06,2025-01-31,2026-01-31
