APPLICATION_ID,CORE_PROJECT_NUM,PROJECT_NUM,FY,ORG_NAME,ORG_COUNTRY,FIELD,DATE_OF_CHANGE,OLD_VALUE,NEW_VALUE
9940616,RF1NS115898,1RF1NS115898-01,2020,OREGON HEALTH & SCIENCE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-03-31,2025-08-31
9940616,RF1NS115898,1RF1NS115898-01,2020,OREGON HEALTH & SCIENCE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-31,2025-08-31
9949982,UF1NS115817,1UF1NS115817-01,2020,MICHIGAN STATE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-03-31,2025-08-31
9949982,UF1NS115817,1UF1NS115817-01,2020,MICHIGAN STATE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-31,2025-08-31
9960958,RF1NS116565,1RF1NS116565-01,2020,WASHINGTON UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-03-31,2025-08-31
9960958,RF1NS116565,1RF1NS116565-01,2020,WASHINGTON UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-31,2025-08-31
10002378,DP2NS121347,1DP2NS121347-01,2020,UNIVERSITY OF MARYLAND BALTIMORE,UNITED STATES,BUDGET_END,2025-04-13,2025-03-31,2025-08-31
10002378,DP2NS121347,1DP2NS121347-01,2020,UNIVERSITY OF MARYLAND BALTIMORE,UNITED STATES,PROJECT_END,2025-04-13,2025-03-31,2025-08-31
10129786,C06OD030152,1C06OD030152-01,2020,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,BUDGET_END,2025-04-13,2025-03-12,2025-05-31
10129786,C06OD030152,1C06OD030152-01,2020,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,PROJECT_END,2025-04-13,2025-03-12,2025-05-31
10153831,F32HD097920,5F32HD097920-03,2021,EMORY UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2022-03-31,2021-09-24
10153831,F32HD097920,5F32HD097920-03,2021,EMORY UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2022-03-31,2021-09-24
10220180,U54EB015408,3U54EB015408-08S1,2020,MASSACHUSETTS GENERAL HOSPITAL,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-05-31
10220180,U54EB015408,3U54EB015408-08S1,2020,MASSACHUSETTS GENERAL HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-05-31
10239915,R21AI161501,1R21AI161501-01,2022,"UNIV OF MARYLAND, COLLEGE PARK",UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-06-30
10239915,R21AI161501,1R21AI161501-01,2022,"UNIV OF MARYLAND, COLLEGE PARK",UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-06-30
10244948,R44CA250883,5R44CA250883-03,2023,"TREOVIR, INC",UNITED STATES,BUDGET_END,2025-04-13,2024-11-30,2025-11-30
10244948,R44CA250883,5R44CA250883-03,2023,"TREOVIR, INC",UNITED STATES,PROJECT_END,2025-04-13,2024-11-30,2025-11-30
10272660,R01DK132735,1R01DK132735-01,2021,UNIVERSITY OF CALIFORNIA LOS ANGELES,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10272660,R01DK132735,1R01DK132735-01,2021,UNIVERSITY OF CALIFORNIA LOS ANGELES,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10273983,R01DE031927,1R01DE031927-01,2021,"GENENDEAVOR, LLC",UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10273983,R01DE031927,1R01DE031927-01,2021,"GENENDEAVOR, LLC",UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10274223,R01AI169543,1R01AI169543-01,2021,KECK GRADUATE INST OF APPLIED LIFE SCIS,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10274223,R01AI169543,1R01AI169543-01,2021,KECK GRADUATE INST OF APPLIED LIFE SCIS,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10320997,U01DA053903,4U01DA053903-02,2022,UNIVERSITY OF KENTUCKY,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-05-31
10320997,U01DA053903,4U01DA053903-02,2022,UNIVERSITY OF KENTUCKY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-05-31
10327519,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10327519,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327520,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327521,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327522,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327523,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327524,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327525,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327526,P01AI158571,1P01AI158571-01A1,2021,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327846,P01AI165077,1P01AI165077-01,2021,UNIVERSITY OF WISCONSIN-MADISON,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10327846,P01AI165077,1P01AI165077-01,2021,UNIVERSITY OF WISCONSIN-MADISON,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327847,P01AI165077,1P01AI165077-01,2021,UNIVERSITY OF WISCONSIN-MADISON,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327848,P01AI165077,1P01AI165077-01,2021,UNIVERSITY OF WISCONSIN-MADISON,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10327849,P01AI165077,1P01AI165077-01,2021,UNIVERSITY OF WISCONSIN-MADISON,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328116,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-08-31
10328116,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328117,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328118,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328119,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328120,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10328121,P01AI165072,1P01AI165072-01,2021,BRIGHAM AND WOMEN'S HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-08-31
10330750,R15EB024283,2R15EB024283-03,2022,UTAH VALLEY UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-05-05,2026-05-05
10330750,R15EB024283,2R15EB024283-03,2022,UTAH VALLEY UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-05-05,2026-05-05
10360087,R15HD107594,1R15HD107594-01,2022,UNIVERSITY OF MASSACHUSETTS BOSTON,UNITED STATES,BUDGET_END,2025-04-13,2025-04-30,2026-04-30
10360087,R15HD107594,1R15HD107594-01,2022,UNIVERSITY OF MASSACHUSETTS BOSTON,UNITED STATES,PROJECT_END,2025-04-13,2025-04-30,2026-04-30
10360233,R15GM144870,1R15GM144870-01,2022,WESLEYAN UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2025-04-30,2026-04-30
10360233,R15GM144870,1R15GM144870-01,2022,WESLEYAN UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2025-04-30,2026-04-30
10376995,U54EB015408,3U54EB015408-08S2,2021,MASSACHUSETTS GENERAL HOSPITAL,UNITED STATES,BUDGET_END,2025-04-13,2025-03-24,2025-04-30
10376995,U54EB015408,3U54EB015408-08S2,2021,MASSACHUSETTS GENERAL HOSPITAL,UNITED STATES,PROJECT_END,2025-04-13,2025-03-24,2025-04-30
10383952,F32HD097920,3F32HD097920-03S1,2021,EMORY UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-13,2022-03-31,2021-09-24
10383952,F32HD097920,3F32HD097920-03S1,2021,EMORY UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-13,2022-03-31,2021-09-24
10415196,DP1DA048493,5DP1DA048493-06,2024,NORTHWESTERN UNIVERSITY AT CHICAGO,UNITED STATES,BUDGET_END,2025-04-13,2025-05-31,2026-05-31
10415196,DP1DA048493,5DP1DA048493-06,2024,NORTHWESTERN UNIVERSITY AT CHICAGO,UNITED STATES,PROJECT_END,2025-04-13,2025-05-31,2026-05-31
