APPLICATION_ID,CORE_PROJECT_NUM,PROJECT_NUM,FY,ORG_NAME,ORG_COUNTRY,FIELD,DATE_OF_CHANGE,OLD_VALUE,NEW_VALUE
9972630,RF1NS110724,1RF1NS110724-01A1,2020,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNITED STATES,BUDGET_END,2025-04-20,2025-03-31,2025-08-31
9972630,RF1NS110724,1RF1NS110724-01A1,2020,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,UNITED STATES,PROJECT_END,2025-04-20,2025-03-31,2025-08-31
10114533,R15EB030809,1R15EB030809-01,2021,UNIVERSITY OF TEXAS ARLINGTON,UNITED STATES,BUDGET_END,2025-04-20,2025-06-30,2026-06-30
10114533,R15EB030809,1R15EB030809-01,2021,UNIVERSITY OF TEXAS ARLINGTON,UNITED STATES,PROJECT_END,2025-04-20,2025-06-30,2026-06-30
10237636,DP2DA053720,1DP2DA053720-01,2021,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,UNITED STATES,BUDGET_END,2025-04-20,2025-04-30,2026-04-30
10237636,DP2DA053720,1DP2DA053720-01,2021,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,UNITED STATES,PROJECT_END,2025-04-20,2025-04-30,2026-04-30
10291447,R15HL159585,1R15HL159585-01,2021,UNIVERSITY OF NORTH CAROLINA CHARLOTTE,UNITED STATES,BUDGET_END,2025-04-20,2025-08-31,2024-11-15
10291447,R15HL159585,1R15HL159585-01,2021,UNIVERSITY OF NORTH CAROLINA CHARLOTTE,UNITED STATES,PROJECT_END,2025-04-20,2025-08-31,2024-11-15
10350572,F31ES031478,5F31ES031478-02,2021,JOHNS HOPKINS UNIVERSITY,UNITED STATES,BUDGET_END,2025-04-20,2022-07-14,2022-05-31
10350572,F31ES031478,5F31ES031478-02,2021,JOHNS HOPKINS UNIVERSITY,UNITED STATES,PROJECT_END,2025-04-20,2022-07-14,2022-05-31
10353162,R21AG075291,1R21AG075291-01,2022,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,UNITED STATES,BUDGET_END,2025-04-20,2025-04-30,2026-04-30
10353162,R21AG075291,1R21AG075291-01,2022,UNIVERSITY OF MIAMI SCHOOL OF MEDICINE,UNITED STATES,PROJECT_END,2025-04-20,2025-04-30,2026-04-30
10358832,R15CA260420,1R15CA260420-01A1,2022,ROCHESTER INSTITUTE OF TECHNOLOGY,UNITED STATES,BUDGET_END,2025-04-20,2025-05-31,2026-05-31
