APPLICATION_ID,CORE_PROJECT_NUM,PROJECT_NUM,FY,ORG_NAME,ORG_COUNTRY,FIELD,DATE_OF_CHANGE,OLD_VALUE,NEW_VALUE
9931148,R01CA206069,5R01CA206069-06,2021,UNIVERSITY OF TEXAS RIO GRANDE VALLEY,UNITED STATES,BUDGET_END,2025-03-09,2025-02-28,2026-02-28
9931148,R01CA206069,5R01CA206069-06,2021,UNIVERSITY OF TEXAS RIO GRANDE VALLEY,UNITED STATES,PROJECT_END,2025-03-09,2025-02-28,2026-02-28
10016247,R01FD006368,5R01FD006368-02,2021,UNIVERSITY OF ALABAMA AT BIRMINGHAM,UNITED STATES,PROJECT_END,2025-03-09,2026-08-31,2025-08-31
10216930,R01AI110964,5R01AI110964-07,2023,"ECOHEALTH ALLIANCE, INC.",UNITED STATES,PROJECT_END,2025-03-09,2027-04-30,2024-04-30
10308053,R01AI135631,5R01AI135631-05,2022,UNIVERSITY OF CALIFORNIA LOS ANGELES,UNITED STATES,BUDGET_END,2025-03-09,2024-11-30,2025-11-30
10308053,R01AI135631,5R01AI135631-05,2022,UNIVERSITY OF CALIFORNIA LOS ANGELES,UNITED STATES,PROJECT_END,2025-03-09,2024-11-30,2025-11-30
10337352,R21AG074978,1R21AG074978-01,2022,HUGO W. MOSER RES INST KENNEDY KRIEGER,UNITED STATES,BUDGET_END,2025-03-09,2025-01-31,2026-01-31
10337352,R21AG074978,1R21AG074978-01,2022,HUGO W. MOSER RES INST KENNEDY KRIEGER,UNITED STATES,PROJECT_END,2025-03-09,2025-01-31,2026-01-31
10351452,R15DK128608,1R15DK128608-01A1,2022,EAST CAROLINA UNIVERSITY,UNITED STATES,BUDGET_END,2025-03-09,2025-02-28,2026-02-28
10351452,R15DK128608,1R15DK128608-01A1,2022,EAST CAROLINA UNIVERSITY,UNITED STATES,PROJECT_END,2025-03-09,2025-02-28,2026-02-28
10358119,R15MH114035,2R15MH114035-02,2022,MCPHS UNIVERSITY,UNITED STATES,BUDGET_END,2025-03-09,2025-02-28,2026-02-28
10358119,R15MH114035,2R15MH114035-02,2022,MCPHS UNIVERSITY,UNITED STATES,PROJECT_END,2025-03-09,2025-02-28,2026-02-28
10358917,R15DA051833,1R15DA051833-01A1,2022,WESTERN KENTUCKY UNIVERSITY,UNITED STATES,BUDGET_END,2025-03-09,2025-03-31,2026-03-31
10358917,R15DA051833,1R15DA051833-01A1,2022,WESTERN KENTUCKY UNIVERSITY,UNITED STATES,PROJECT_END,2025-03-09,2025-03-31,2026-03-31
10359459,R21DC016704,7R21DC016704-03,2021,UNIVERSITY OF IOWA,UNITED STATES,BUDGET_END,2025-03-09,2025-02-28,2025-08-31
