APPLICATION_ID,CORE_PROJECT_NUM,PROJECT_NUM,FY,ORG_NAME,ORG_COUNTRY,FIELD,DATE_OF_CHANGE,OLD_VALUE,NEW_VALUE
10001999,DP2AT011445,1DP2AT011445-01,2020,UNIVERSITY OF CALIFORNIA RIVERSIDE,UNITED STATES,BUDGET_END,2025-03-16,2025-06-30,2024-05-31
10001999,DP2AT011445,1DP2AT011445-01,2020,UNIVERSITY OF CALIFORNIA RIVERSIDE,UNITED STATES,PROJECT_END,2025-03-16,2025-06-30,2024-05-31
10129786,C06OD030152,1C06OD030152-01,2020,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,BUDGET_END,2025-03-16,2025-05-31,2025-03-12
10129786,C06OD030152,1C06OD030152-01,2020,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,PROJECT_END,2025-03-16,2025-05-31,2025-03-12
10172898,R01EB024408,7R01EB024408-04,2021,UNIVERSITY OF MISSOURI-COLUMBIA,UNITED STATES,BUDGET_END,2025-03-16,2025-05-31,2024-12-31
10172898,R01EB024408,7R01EB024408-04,2021,UNIVERSITY OF MISSOURI-COLUMBIA,UNITED STATES,PROJECT_END,2025-03-16,2025-05-31,2024-12-31
10209637,R15CA246419,1R15CA246419-01A1,2021,ROCHESTER INSTITUTE OF TECHNOLOGY,UNITED STATES,BUDGET_END,2025-03-16,2025-04-30,2025-06-30
10209637,R15CA246419,1R15CA246419-01A1,2021,ROCHESTER INSTITUTE OF TECHNOLOGY,UNITED STATES,PROJECT_END,2025-03-16,2025-04-30,2025-06-30
10217065,R01DA045713,5R01DA045713-05,2022,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,BUDGET_END,2025-03-16,2025-07-31,2025-03-12
10217065,R01DA045713,5R01DA045713-05,2022,COLUMBIA UNIVERSITY HEALTH SCIENCES,UNITED STATES,PROJECT_END,2025-03-16,2025-07-31,2025-03-12
10322396,R01MD011600,5R01MD011600-05,2022,UNIVERSITY OF ARIZONA,UNITED STATES,BUDGET_END,2025-03-16,2024-11-30,2025-11-30
10322396,R01MD011600,5R01MD011600-05,2022,UNIVERSITY OF ARIZONA,UNITED STATES,PROJECT_END,2025-03-16,2024-11-30,2025-11-30
10338057,U19AI135902,5U19AI135902-05,2022,DUKE UNIVERSITY,UNITED STATES,BUDGET_END,2025-03-16,2025-01-31,2026-01-31
10338057,U19AI135902,5U19AI135902-05,2022,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-03-16,2025-01-31,2026-01-31
10338059,U19AI135902,5U19AI135902-05,2022,DUKE UNIVERSITY,UNITED STATES,PROJECT_END,2025-03-16,2025-01-31,2026-01-31
