date_added,appl_id,project_num,activity_code,project_title,org_name,project_start_date,new_project_end_date,old_project_end_date,budget_start,new_budget_end_date,old_budget_end_date,new_award_amount,old_award_amount,award_amount_change
2025-01-18 04:01:31,10893921,5R01FD007267-03,R01,Abatacept for the treatment of Common Variable Immunodeficiency with Interstitial Lung Disease (ABCVILD)  IND #152820 9/2/20,CINCINNATI CHILDRENS HOSP MED CTR,2021-09-10 12:09:00,2027-12-31 12:12:00,2028-06-30 12:06:00,2025-01-01 12:01:00,2025-12-31 12:12:00,2025-12-31 12:12:00,529803,529803,0
2025-01-04 04:01:11,10893373,5R01FD007544-03,R01,Phase II Study of ASTX727 in Patients with PRC2 loss Malignant Peripheral Nerve Sheath Tumor (MPNST),SLOAN-KETTERING INST CAN RESEARCH,2022-09-15 12:09:00,2025-12-31 12:12:00,2026-08-31 12:08:00,2025-01-01 12:01:00,2025-12-31 12:12:00,2025-12-31 12:12:00,575542,575542,0
2024-07-20 04:07:58,10892125,5U24EY033699-03,U24,Expert curation of clinically significant variants in genes for early onset retinal degeneration,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",2022-07-01 12:07:00,2025-05-31 12:05:00,2026-05-31 12:05:00,2024-06-01 12:06:00,2025-05-31 12:05:00,2026-05-31 12:05:00,345482,345482,0
2024-12-07 04:12:42,10993591,5K08AI155830-05,K08,Intrinsic modifiers of beta-lactam resistance in nosocomial Enterobacterales,MASSACHUSETTS GENERAL HOSPITAL,2020-12-15 12:12:00,2025-04-30 12:04:00,2025-11-30 12:11:00,2024-12-01 12:12:00,2025-04-30 12:04:00,2025-11-30 12:11:00,199702,199702,0
2024-05-04 04:05:42,10839888,5P30DA040500-10,P30,"Health Economics of Substance Use Disorder, HCV, and HIV Treatment: Evaluating Intervention Outcomes for Individuals, Systems, and Communities",WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2026-04-30 12:04:00,1564216,1564216,0
2024-05-04 04:05:42,10839889,5P30DA040500-10,P30,Core 1: Administrative Core,WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,596293,596293,0
2024-05-04 04:05:42,10839892,5P30DA040500-10,P30,Core 2: Methodology,WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,239931,239931,0
2024-05-04 04:05:42,10839894,5P30DA040500-10,P30,Core 3: Population & Data Modeling,WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,379197,379197,0
2024-05-04 04:05:42,10839896,5P30DA040500-10,P30,Core 4: Dissemination & Policy,WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,243763,243763,0
2024-05-04 04:05:42,10839897,5P30DA040500-10,P30,Project 1: Pilot Grant and Training Core,WEILL MEDICAL COLL OF CORNELL UNIV,2015-07-15 12:07:00,2025-04-30 12:04:00,2026-04-30 12:04:00,2024-05-01 12:05:00,2025-04-30 12:04:00,2025-04-30 12:04:00,105032,105032,0
2024-07-27 04:07:40,10894860,5P20GM121312-07,P20,Project 3: Modulating repetitive negative thinking related brain networks in young adults with depression,LAUREATE INSTITUTE FOR BRAIN RESEARCH,2017-09-15 12:09:00,2025-04-09 12:04:00,2028-06-30 12:06:00,2024-07-01 12:07:00,2025-06-30 12:06:00,2025-06-30 12:06:00,291250,291250,0
2024-04-06 04:04:19,10812506,5R01HL150394-05,R01,Improving cardiovascular image-based phenotyping using emerging methods in artificial intelligence,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",2020-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2026-03-31 12:03:00,790763,790763,0
2023-06-03 04:06:23,10629390,5R01MH119283-05,R01,Stress plasticity of CRH neurons,TULANE UNIVERSITY OF LOUISIANA,2019-08-01 12:08:00,2025-03-31 12:03:00,2025-05-31 12:05:00,2023-06-01 12:06:00,2025-03-31 12:03:00,2025-05-31 12:05:00,410979,410979,0
2024-04-20 04:04:51,10814222,5U24DA041123-10,U24,"ABCD-USA Consortium: Data Analysis, Informatics and Resource Center","UNIVERSITY OF CALIFORNIA, SAN DIEGO",2015-09-30 12:09:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,3762763,3762763,0
2024-09-07 04:09:48,11171232,3U24DA041123-10S1,U24,"ABCD-USA Consortium: Data Analysis, Informatics and Resource Center","UNIVERSITY OF CALIFORNIA, SAN DIEGO",2015-09-30 12:09:00,2025-03-31 12:03:00,2027-03-31 12:03:00,2024-08-19 12:08:00,2025-03-31 12:03:00,2025-03-31 12:03:00,2900000,2900000,0
2023-05-04 04:05:27,10612852,5R34MH126894-03,R34,"Making universal, free-of-charge antiretroviral therapy work for sexual and gender minority youth in Brazil",BROWN UNIVERSITY,2021-05-01 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,2023-05-01 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,202013,202013,0
2023-08-12 04:08:55,10831300,3K01MH116737-06S1,K01,"COVID-19 Administrative Supplement to K01: Adapting, Pilot Testing a Behavioral Intervention to Incorporate Advances in HIV Prevention for Black Young MSM in Alabama",FLORIDA STATE UNIVERSITY,2019-05-08 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,2023-05-01 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,49814,49814,0
2024-04-06 04:04:19,10809577,5R33MH120236-04,R33,Suicide Prevention for Sexual and Gender Minority Youth,SAN DIEGO STATE UNIVERSITY,2020-04-09 12:04:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-21 12:03:00,2025-03-31 12:03:00,724430,724430,0
2024-04-06 04:04:19,10818631,5P50MH126283-04,P50,ALACRITY for Early Screening and Treatment of High Risk Youth (eSToRY),CAMBRIDGE HEALTH ALLIANCE,2021-05-01 12:05:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-21 12:03:00,2026-03-31 12:03:00,1634609,1634609,0
2024-04-06 04:04:19,10818632,5P50MH126283-04,P50,Administrative Core for Building Community and Research Opportunities,CAMBRIDGE HEALTH ALLIANCE,2021-05-01 12:05:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,755229,755229,0
2024-04-06 04:04:19,10818635,5P50MH126283-04,P50,"Methods Core for Study and Data Collection, Design, Support and Dissemination",CAMBRIDGE HEALTH ALLIANCE,2021-05-01 12:05:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,734718,734718,0
2024-04-06 04:04:19,10818639,5P50MH126283-04,P50,Prevention and Early Identification for High Risk Youth in School-based Clinics,CAMBRIDGE HEALTH ALLIANCE,2021-05-01 12:05:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-31 12:03:00,2025-03-31 12:03:00,144662,144662,0
2024-04-06 04:04:19,10885157,5R01TW012671-02,R01,"Adaptation and feasibility of Many Men Many Voices (3MV), an HIV prevention intervention to reduce intersectional stigma and increase HIVST among YSMM residing in Ghanaian slums",UNIVERSITY OF ROCHESTER,2023-07-15 12:07:00,2025-03-21 12:03:00,2026-03-31 12:03:00,2024-04-01 12:04:00,2025-03-21 12:03:00,2025-03-31 12:03:00,257515,257515,0
2024-06-15 04:06:23,11005651,1R21AI183907-01A1,R21,Applying a Behavioral Economic Approach on PrEP and Hormone Options among Transgender Women,UNIVERSITY OF WASHINGTON,2024-06-10 12:06:00,2025-03-21 12:03:00,2026-04-30 12:04:00,2024-06-10 12:06:00,2025-03-21 12:03:00,2025-04-30 12:04:00,259807,259807,0
2024-07-13 04:07:17,10876942,5R25HG012330-03,R25,Training in Genomics Research (TiGeR),ARIZONA STATE UNIVERSITY-TEMPE CAMPUS,2022-09-09 12:09:00,2025-03-21 12:03:00,2027-06-30 12:06:00,2024-07-01 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,252692,252692,0
2024-07-13 04:07:17,10884497,5R33TW011665-06,R33,Development and Testing of a Mobile Application to Enhance HIV Prevention Cascade in Malaysian MSM,UNIVERSITY OF CONNECTICUT STORRS,2020-01-01 12:01:00,2025-03-21 12:03:00,2025-06-30 12:06:00,2024-07-01 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,293778,293778,0
2024-07-13 04:07:17,11129242,3D43TW012274-03S1,D43,INSIGHT Supplement June 2024,UNIVERSITY OF MARYLAND BALTIMORE,2024-07-02 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,2024-07-02 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,160746,160746,0
2023-03-11 04:03:23,10583450,5R01MH118245-05,R01,"Biopsychosocial mechanisms underlying internalizing psychopathology in a prospective, population-based cohort of sexual minority young adults",YALE UNIVERSITY,2019-03-01 12:03:00,2025-03-21 12:03:00,2025-12-31 12:12:00,2023-03-01 12:03:00,2025-03-21 12:03:00,2025-12-31 12:12:00,652487,652487,0
2023-04-01 04:04:20,10593926,5SC1DA052120-04,SC1,GHB Toxicokinetics: Role of sex hormone dependent monocarboxylate transporter regulation and potential for altered overdose risk in transgender men and women,UNIVERSITY OF THE PACIFIC-STOCKTON,2020-04-01 12:04:00,2025-03-21 12:03:00,2025-03-31 12:03:00,2023-04-01 12:04:00,2025-03-21 12:03:00,2025-03-31 12:03:00,290624,290624,0
2023-07-01 04:07:32,10676114,5R34MH124081-03,R34,Adapting effective mhealth interventions to improve uptake and adherence of the HIV pre- exposure prophylaxis (PrEP) in Thai young MSM,UNIV OF MASSACHUSETTS MED SCH WORCESTER,2021-07-01 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,2023-07-01 12:07:00,2025-03-21 12:03:00,2025-06-30 12:06:00,202639,202639,0
2024-03-16 04:03:22,10821268,1R43MD019197-01,R43,Bridges: A digital intervention to increase workplace belonging,"PRO-CHANGE BEHAVIOR SYSTEMS, INC.",2024-03-13 12:03:00,2025-03-21 12:03:00,2026-03-12 12:03:00,2024-03-13 12:03:00,2025-03-21 12:03:00,2026-03-12 12:03:00,324381,324381,0
2024-05-04 04:05:42,10837130,5UG3AI176853-02,UG3,Limited interaction cohort to identify determinants of viral suppression in MSM and transfeminine individuals living with HIV: A multilevel approach,EMORY UNIVERSITY,2023-05-04 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,2024-05-01 12:05:00,2025-03-21 12:03:00,2025-04-30 12:04:00,2496734,2496734,0
